met2013,soc_code,soc_title,occ_group,occ_group_code,demand_scenario,shortage_2pct,shortage_5pct,shortage_10pct,shortage_15pct,shortage_20pct
33340,51-3,Bakers,Production,7700,low,2415.61,2305.90,2135.50,1978.95,1834.61
33340,51-4,"Welders, Cutters, Solderers, and Brazers",Production,7700,low,8669.48,8275.74,7664.16,7102.33,6584.30
33340,51-5,Printing Press Operators,Production,7700,low,1595.64,1523.17,1410.61,1307.20,1211.86
33340,51-6,Laundry and Dry-Cleaning Workers,Production,7700,low,1071.28,1022.63,947.05,877.63,813.62
33340,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,low,9739.41,9297.08,8610.01,7978.85,7396.89
33340,53-1,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",Transportation and Material Moving,9000,low,333.39,281.44,200.82,126.83,58.68
33340,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,low,2449.92,2068.20,1475.76,932.05,431.19
33340,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,low,4461.01,3765.95,2687.18,1697.15,785.15
33460,11-1,General and Operations Managers,Management,10,low,4547.89,0.00,0.00,0.00,0.00
33460,11-2,Marketing Managers,Management,10,low,1368.48,0.00,0.00,0.00,0.00
33460,11-3,Financial Managers,Management,10,low,3591.83,0.00,0.00,0.00,0.00
33460,11-9,"Managers, All Other",Management,10,low,2956.95,0.00,0.00,0.00,0.00
33460,13-1,"Business Operations Specialists, All Other",Business and Financial Operations,500,low,25098.07,23620.92,21294.58,19121.59,17085.82
33460,13-2,Accountants and Auditors,Business and Financial Operations,500,low,9836.64,9257.70,8345.94,7494.29,6696.42
33460,15-1,Software Developers,Computer and Mathematical,1000,low,28839.83,25537.36,20473.03,15892.26,11730.69
33460,15-2,Data Scientists,Computer and Mathematical,1000,low,2770.18,2452.96,1966.51,1526.51,1126.78
33460,17-1,"Architects, Except Landscape and Naval",Architecture and Engineering,1300,low,745.38,156.58,0.00,0.00,0.00
33460,17-2,Mechanical Engineers,Architecture and Engineering,1300,low,7746.41,1627.25,0.00,0.00,0.00
33460,17-3,Architectural and Civil Drafters,Architecture and Engineering,1300,low,2876.93,604.34,0.00,0.00,0.00
33460,19-1,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science",1600,low,2610.70,2480.37,2275.11,2083.37,1903.73
33460,19-2,Chemists,"Life, Physical, and Social Science",1600,low,1631.27,1549.84,1421.58,1301.77,1189.53
33460,19-3,Clinical and Counseling Psychologists,"Life, Physical, and Social Science",1600,low,1519.44,1443.59,1324.13,1212.54,1107.98
33460,19-4,Biological Technicians,"Life, Physical, and Social Science",1600,low,1365.45,1297.28,1189.93,1089.64,995.69
33460,19-5,Occupational Health and Safety Specialists,"Life, Physical, and Social Science",1600,low,758.45,720.58,660.95,605.25,553.06
33460,21-1,Social and Human Service Assistants,Community and Social Service,2000,low,8313.66,6321.65,3341.52,725.42,0.00
33460,23-1,Lawyers,Legal,2100,low,2122.17,1882.06,1503.89,1150.64,819.69
33460,23-2,Paralegals and Legal Assistants,Legal,2100,low,1082.34,959.88,767.01,586.85,418.06
33460,25-1,"Postsecondary Teachers, All Other","Education, Training, and Library",2200,low,1010.13,596.84,0.00,0.00,0.00
33460,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,low,4119.05,2433.79,0.00,0.00,0.00
33460,25-3,Self-Enrichment Teachers,"Education, Training, and Library",2200,low,1456.11,860.36,0.00,0.00,0.00
33460,25-4,Librarians and Media Collections Specialists,"Education, Training, and Library",2200,low,211.87,125.19,0.00,0.00,0.00
33460,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,low,2142.17,1265.72,0.00,0.00,0.00
33460,27-1,Graphic Designers,"Arts, Design, Entertainment, Sports, Media",2600,low,3451.58,3108.99,2574.27,2080.17,1622.04
33460,27-2,Producers and Directors,"Arts, Design, Entertainment, Sports, Media",2600,low,2022.01,1821.31,1508.06,1218.61,950.23
33460,27-3,Public Relations Specialists,"Arts, Design, Entertainment, Sports, Media",2600,low,4039.73,3638.76,3012.93,2434.64,1898.44
33460,27-4,Audio and Video Technicians,"Arts, Design, Entertainment, Sports, Media",2600,low,904.56,814.78,674.64,545.16,425.09
33460,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,low,4462.88,0.00,0.00,0.00,0.00
33460,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,low,1632.89,0.00,0.00,0.00,0.00
33460,29-9,Health Information Technologists and Medical Registrars,Healthcare Practitioners and Technical,3000,low,96.67,0.00,0.00,0.00,0.00
33460,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,low,6396.69,5356.61,3749.17,2281.44,935.96
33460,31-9,Medical Assistants,Healthcare Support,3600,low,1098.81,920.15,644.03,391.90,160.78
33460,39-1,First-Line Supervisors of Personal Service Workers,Personal Care and Service,4300,low,609.42,39.85,0.00,0.00,0.00
33460,39-2,Animal Caretakers,Personal Care and Service,4300,low,659.89,43.15,0.00,0.00,0.00
33460,39-3,Amusement and Recreation Attendants,Personal Care and Service,4300,low,1636.65,107.02,0.00,0.00,0.00
33460,39-5,"Hairdressers, Hairstylists, and Cosmetologists",Personal Care and Service,4300,low,1384.78,90.55,0.00,0.00,0.00
33460,39-9,Childcare Workers,Personal Care and Service,4300,low,3273.63,214.06,0.00,0.00,0.00
33460,45-2,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Farming, Fishing, and Forestry",6000,low,118.17,0.00,0.00,0.00,0.00
33460,49-1,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair",7000,low,488.60,312.30,44.45,0.00,0.00
33460,49-2,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Installation, Maintenance, and Repair",7000,low,324.35,207.32,29.51,0.00,0.00
33460,49-3,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",7000,low,1870.10,1195.32,170.12,0.00,0.00
33460,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,low,2982.75,1906.50,271.34,0.00,0.00
33460,51-1,First-Line Supervisors of Production and Operating Workers,Production,7700,low,3376.23,3177.47,2868.72,2585.07,2323.54
33460,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,low,13921.98,13102.36,11829.22,10659.62,9581.16
33460,51-3,Bakers,Production,7700,low,3138.59,2953.82,2666.80,2403.12,2159.99
33460,51-4,"Welders, Cutters, Solderers, and Brazers",Production,7700,low,10326.95,9718.98,8774.60,7907.02,7107.04
33460,51-5,Printing Press Operators,Production,7700,low,1940.82,1826.56,1649.07,1486.02,1335.68
33460,51-6,Laundry and Dry-Cleaning Workers,Production,7700,low,1696.98,1597.08,1441.89,1299.33,1167.87
33460,51-7,Cabinetmakers and Bench Carpenters,Production,7700,low,1022.10,961.93,868.46,782.59,703.41
33460,51-8,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Production,7700,low,1015.93,956.12,863.22,777.87,699.17
33460,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,low,11222.73,10562.02,9535.73,8592.89,7723.52
33660,13-1,"Business Operations Specialists, All Other",Business and Financial Operations,500,low,120.89,54.10,0.00,0.00,0.00
33660,13-2,Accountants and Auditors,Business and Financial Operations,500,low,86.89,38.88,0.00,0.00,0.00
33660,21-1,Social and Human Service Assistants,Community and Social Service,2000,low,421.90,283.84,77.26,0.00,0.00
33660,25-1,"Postsecondary Teachers, All Other","Education, Training, and Library",2200,low,299.71,255.82,188.20,126.69,70.52
33660,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,low,1211.42,1034.01,760.70,512.10,285.05
33660,25-3,Self-Enrichment Teachers,"Education, Training, and Library",2200,low,276.36,235.89,173.54,116.83,65.03
33660,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,low,323.79,276.37,203.32,136.87,76.19
33660,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,low,1516.31,222.70,0.00,0.00,0.00
33660,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,low,693.84,101.90,0.00,0.00,0.00
33660,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,low,981.15,871.84,702.90,548.62,407.18
33660,31-9,Medical Assistants,Healthcare Support,3600,low,504.99,448.73,361.78,282.37,209.57
33660,33-3,Police and Sheriff's Patrol Officers,Protective Service,3700,low,149.67,117.00,66.22,19.54,0.00
33660,33-9,Security Guards,Protective Service,3700,low,147.79,115.52,65.38,19.30,0.00
33660,47-1,First-Line Supervisors of Construction Trades and Extraction Workers,Construction and Extraction,6200,low,225.86,177.46,102.63,34.27,0.00
33660,47-2,Construction Laborers,Construction and Extraction,6200,low,1115.96,876.81,507.07,169.34,0.00
33660,49-3,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",7000,low,171.33,76.26,0.00,0.00,0.00
33660,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,low,233.05,103.73,0.00,0.00,0.00
33660,51-1,First-Line Supervisors of Production and Operating Workers,Production,7700,low,250.75,206.97,138.96,76.47,18.83
33660,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,low,365.86,301.99,202.75,111.57,27.48
33660,51-4,"Welders, Cutters, Solderers, and Brazers",Production,7700,low,438.99,362.35,243.28,133.87,32.97
33660,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,low,497.16,410.37,275.52,151.61,37.34
33660,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,low,178.80,47.54,0.00,0.00,0.00
33660,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,low,258.98,68.87,0.00,0.00,0.00
33700,21-1,Social and Human Service Assistants,Community and Social Service,2000,low,981.50,780.07,478.68,214.04,0.00
33700,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,low,1174.81,975.26,667.82,388.19,132.79
33700,25-3,Self-Enrichment Teachers,"Education, Training, and Library",2200,low,567.18,470.84,322.41,187.41,64.11
33700,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,low,685.94,569.43,389.92,226.65,77.53
33700,45-2,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Farming, Fishing, and Forestry",6000,low,5565.50,5299.77,4895.97,4534.74,4210.02
33700,51-1,First-Line Supervisors of Production and Operating Workers,Production,7700,low,182.24,146.82,91.79,41.24,0.00
33700,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,low,173.27,139.59,87.27,39.21,0.00
33700,51-3,Bakers,Production,7700,low,439.33,353.93,221.28,99.41,0.00
33700,51-4,"Welders, Cutters, Solderers, and Brazers",Production,7700,low,166.32,133.99,83.77,37.63,0.00
33700,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,low,1087.37,876.00,547.67,246.04,0.00
33700,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,low,1756.19,1565.00,1268.29,996.03,745.26
33700,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,low,4188.46,3732.47,3024.84,2375.51,1777.43
33740,21-1,Social and Human Service Assistants,Community and Social Service,2000,low,431.25,351.30,231.69,126.67,33.94
33740,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,low,230.23,151.18,29.40,0.00,0.00
33740,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,low,738.03,195.07,0.00,0.00,0.00
33740,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,low,547.05,144.59,0.00,0.00,0.00
33740,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,low,481.86,432.06,355.09,284.81,220.37
33740,37-2,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Building and Grounds Cleaning and Maintenance,4200,low,19.85,0.00,0.00,0.00,0.00
33740,41-2,Retail Salespersons,Sales and Related,4700,low,23.33,0.00,0.00,0.00,0.00
33780,17-2,Mechanical Engineers,Architecture and Engineering,1300,low,560.14,246.91,0.00,0.00,0.00
33780,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,low,237.84,165.91,55.09,0.00,0.00
33780,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,low,113.69,79.30,26.33,0.00,0.00
33780,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,low,1342.71,703.56,0.00,0.00,0.00
33780,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,low,588.34,308.28,0.00,0.00,0.00
33780,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,low,481.53,431.01,352.93,281.64,216.28
33780,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,low,285.90,214.28,105.46,8.12,0.00
33780,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,low,550.22,508.52,443.75,384.23,329.35
33780,51-4,"Welders, Cutters, Solderers, and Brazers",Production,7700,low,803.98,743.05,648.40,561.44,481.25
33780,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,low,121.62,77.91,10.07,0.00,0.00
33780,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,low,244.29,156.50,20.23,0.00,0.00
33860,21-1,Social and Human Service Assistants,Community and Social Service,2000,low,88.77,0.00,0.00,0.00,0.00
33860,23-1,Lawyers,Legal,2100,low,80.55,63.18,35.82,10.26,0.00
33860,25-1,"Postsecondary Teachers, All Other","Education, Training, and Library",2200,low,217.30,171.25,100.31,35.78,0.00
33860,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,low,965.83,761.15,445.83,159.03,0.00
33860,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,low,280.10,220.74,129.30,46.12,0.00
33860,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,low,78.58,0.00,0.00,0.00,0.00
33860,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,low,51.59,0.00,0.00,0.00,0.00
33860,33-3,Police and Sheriff's Patrol Officers,Protective Service,3700,low,684.26,628.56,542.01,462.46,389.08
33860,33-9,Security Guards,Protective Service,3700,low,531.39,488.14,420.92,359.15,302.16
33860,49-3,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",7000,low,75.92,8.18,0.00,0.00,0.00
33860,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,low,153.51,16.54,0.00,0.00,0.00
33860,51-1,First-Line Supervisors of Production and Operating Workers,Production,7700,low,579.08,542.74,486.30,434.43,386.61
33860,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,low,2760.15,2586.95,2317.89,2070.69,1842.73
33860,51-4,"Welders, Cutters, Solderers, and Brazers",Production,7700,low,660.45,619.01,554.63,495.48,440.93
33860,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,low,1135.44,1064.19,953.51,851.82,758.05
33860,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,low,208.44,97.97,0.00,0.00,0.00
33860,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,low,407.13,191.35,0.00,0.00,0.00
34580,47-2,Construction Laborers,Construction and Extraction,6200,low,519.84,478.31,414.12,355.51,301.77
34620,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,low,633.08,572.88,480.14,395.79,318.75
34620,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,low,283.86,0.00,0.00,0.00,0.00
34620,35-3,Fast Food and Counter Workers,Food Preparation and Serving,4000,low,301.64,246.85,162.38,85.47,15.15
34620,39-9,Childcare Workers,Personal Care and Service,4300,low,122.18,0.00,0.00,0.00,0.00
34620,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,low,10.05,0.00,0.00,0.00,0.00
34620,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,low,15.19,0.00,0.00,0.00,0.00
34740,17-2,Mechanical Engineers,Architecture and Engineering,1300,low,95.13,0.00,0.00,0.00,0.00
34740,51-4,"Welders, Cutters, Solderers, and Brazers",Production,7700,low,2974.94,2848.69,2652.57,2472.40,2306.28
34740,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,low,1989.23,1904.80,1773.67,1653.20,1542.12
34820,11-1,General and Operations Managers,Management,10,low,132.15,0.00,0.00,0.00,0.00
34820,11-2,Marketing Managers,Management,10,low,24.52,0.00,0.00,0.00,0.00
